제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜대수,리콜사유,시정대수,시정율(퍼센트)
비엠더블유코리아(주),BMW 320d Gran Turismo,2015-06-17,2016-06-24,2018-08-20,1025,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",1024,99.9
비엠더블유코리아(주),BMW 320d Touring,2013-03-08,2015-03-25,2018-08-20,344,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",344,100
비엠더블유코리아(주),BMW 320d Touring,2015-07-17,2016-07-22,2018-08-20,148,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",145,97.97
비엠더블유코리아(주),BMW 320d xDrive,2015-07-25,2016-07-27,2018-08-20,899,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",891,99.11
비엠더블유코리아(주),BMW 320d xDrive Gran Turismo,2013-07-03,2015-04-27,2018-08-20,1494,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",1494,100
비엠더블유코리아(주),BMW 320d xDrive Gran Turismo,2016-06-20,2016-07-28,2018-08-20,34,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",34,100
비엠더블유코리아(주),BMW 320d xDrive Gran Turismo,2015-07-17,2016-06-27,2018-08-20,560,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",560,100
비엠더블유코리아(주),BMW Gran Turismo 20d,2012-06-21,2013-06-26,2018-08-20,1319,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",1319,100
비엠더블유코리아(주),BMW 740d xDrive,2012-03-21,2015-03-27,2018-08-20,1324,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",1315,99.32
비엠더블유코리아(주),BMW 740d,2012-11-19,2013-03-18,2018-08-20,34,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",34,100
비엠더블유코리아(주),BMW 730Ld,2012-07-02,2015-01-28,2018-08-20,1010,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",994,98.42
비엠더블유코리아(주),BMW 325d,2013-07-11,2014-12-16,2018-08-20,171,"BMW N47, B47, N57 엔진이 장착된 일부차종의 EGR(배출가스재순환장치) 쿨러 결함으로 미세하게 냉각수가 새어 나와 냉각수 성분 중 물은 증발하고, 에틸렌 글리콜(부동액의 주성분)은 남아 있게 되어 배출가스에 있는 오일 성분과 그을음(Soot)이 함께 퇴적되어 EGR 쿨러 내부의 배출가스 통로 일부분을 막아 배출가스 냉각 효율을 저하시키는 현상을 발견 하였습니다. 이러한 경우 고온의 배출가스가 정상적으로 냉각 되지 않은 상태로 흡기다기관으로 전달 되어 일부 국소 부위 표면에 천공 현상이 발생 할 가능성이 있습니다. 또한, 에틸렌 클리콜, 오일, 그을음으로 퇴적된 혼합물이 고온의 배출가스에 의해 자체 온도가 상승하게 된 상태에서 흡기다기관 내부 표면에 점착하게 되면 천공이 발생 할 수 있습니다. 이러한 경우 발생된 천공에서 냉각되지 않은 고온의 배출가스 누설로 인하여 흡기 시스템 주변부의 온도가 높아져 드문 경우에 화재가 발생 할 수 있습니다.",171,100
