"","리콜사유","Classification","Part.Type","Specific.Part"
"629","구조적으로 브레이크 하이드로백에는 지속적으로 부압이 가해지는데 브레이크 하이드로백의 내부 구성품 주의 하나인 다이어프램이 충분하지 못한 강도로 인해서 결국에는 변형이 생김","Safety","Brakes","Brakes"
"630","파노라마 선루프 유리파쇄 조각 크기 자동차안전기준 부적합","Safety","Electrical","Unknown"
"631","커넥팅 로드의 나사 결합이 느슨해져 실린더에 손상을 일으킬 우려가 발견됨","Safety","Other","Unknown"
"632","생산공정에서 레어브레이크 레버를 조여주는 나사가 적합하지 않음","Safety","Brakes","Brakes"
"633","브레이크 호스가 차체에 제대로 고정되지 않아 손상될 수 있으며, 브레이크 호스가 손상될 경우 제동력이 저하될 가능성","Safety","Brakes","Brakes"
"634","터보차저용 보조 냉각수 펌프 컨트롤 유닛의 제작결함 (전기회로 기판 단락)","Safety","Electrical","Unknown"
"635","운전자석 에어백 인플레이터*가 수리 시 결함이 있는 부품(일본 다카타社 부품)으로 교체되었을 가능성 ** 기존차량에는 독일 Petri社의 에어백 인플레이터가 장착되어있으나, Petri社의 에어백 인플레이터가 일본 다카타社의 인플레이터와 호환이 가능하여 수리 시 결함이 있는 다카다社의 인플레이터로 교체되었을 가능성이 있음","Safety","Interior Safety","Unknown"
"636","(사륜구동)후방 프로펠러 샤프트* 연결 리벳의 제작결함으로 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 엔진에서 발생된 구동력을 뒷바퀴에 전달해주는 장치","Safety","Engine","Engine"
"637","중앙 에어백 센서(차체 중간에 위치)의 프로그래밍 오류로 인하여 에어백이 전개되어야 할 조건에서 전방 에어백(운전석과 동승자석)과 좌석안전띠 프리텐셔너*가 작동하지 않을 가능성","Safety","Seats and Interior","Unknown"
"638","운전석 및 조수석 에어백 인플레이터의 제작 결함","Safety","Interior Safety","Unknown"
"639","특정 차량 좌측 뒤쪽 도어락이 잠긴 위치에 있으나 실제로는 문이 잠기지 않았을 수 있습니다.","Safety","Body/Chassis","Unknown"
"640","자동차 구동방식이 전기모드에서 엔진모드로 전환시 소프트웨어 결함으로 엔진에 연료공급이 원활하지 않아 시동이 꺼질 수 있는 가능성","Safety","Engine","Engine"
"641","주차 브레이크 호스와 연결되는 브레이크 챔버 니쁠 체결이 분리되어 브레이크 챔버 내의 주차 브레이크 해제 상태를 유지해 주는 공기압이 빠짐으로서 주차 브레이크가 상시 체결되어 차량 주행 성능의 저하를 초래 할 수 있음","Safety","Brakes","Brakes"
"642","운전석 바닥의 커넥터에 수분 침투 가능성 발견","Safety","Other","Unknown"
"643","특정 상황에서 앞 범퍼에 위치한 액티브 후드 센서에 연결되는 튜브가 정확하지 않은 위치에 장착되어 압력변화를 감지하지 못할 수 있습니다.","Safety","Other","Unknown"
"644","진동을 최소화 하기 위하여 크랭크샤프트와 기어로 연결하여 진동을 감소시키기 위해 카운터밸런스 샤프트를 크랭크케이스에 설치합니다. 해당 결함은 크랭크케이스에 장착되는 니들베어링에서의 제작결함으로 니들베어링이 설계값보다 더 큰 직경으로 생산, 크랭크케이스에 유격이 없이 장착되어 꽉 끼어있습니다.","Safety","Other","Unknown"
"645","2.0ℓT-GDI 및 2.4ℓGDI 가솔린 엔진 장착 차량에서 해당 리콜 점검 후 엔진 교환 시 고압 연료 파이프 장착 작업 미흡으로 일부 차량 고압 연료 파이프 연결부 기밀력 저하로 누유 발생 가능성","Safety","Engine","Engine"
"646","4륜구동 승용자동차에서 동력분배장치의 전자제어 시스템결함으로, 정차상태에서 운전자가 의도하지 않게 동력분배장치의 위치가 중립으로 이동하여 차량이 움직일 수 있는 결함이 있어 안전운행 지장","Safety","Other","Unknown"
"647","연료펌프 연결호스 균열로 연료가 누유되어 주행중 화재의 위헙성이 있어 안전운행 지장","Safety","Fuel System","Fuel Pump"
"648","주차브레이크 레버의 조정 문제로 인하여 고객이 주차 브레이크 레버를 당겼음에도 불구하고 정확히 체결이 되지 않을 수 있으므로 차량이 제위치에 고정되지 않을 수 있음","Safety","Brakes","Brakes"
"649","내리막 저속 주행 중 20kph 근방에서 브레이크 제동시에 엔진시동꺼짐이 발생할 수 있는 가능성 발견","Safety","Brakes","Brakes"
"650","연료압력 센서의 불충분한 조임력으로 주행 시 엔진 진동등으로 추가적인 출력저하가 발생하고 심한경우 연료 누유가능성 발견","Safety","Engine","Fuel Pump"
"651","소프트웨어 설정 값 오류로 인해 UN ECE R13H(승용자동차의 제동성능)에서 정하는 긴급제동신호장치의 해제기준을 만족하지 못하여 안전기준 부적합","Safety","Electrical","Unknown"
"652","진 상부에 위치한 흡기 필터 유닛의 생산 공정의 문제로 인해 유닛 외형의 단면이 냉각수 호스와 가까이 위치해 있는 것을 확인 하였습니다. 이는 장기적으로 흡기 필터 유닛의 단면이 냉각수 호스와 닿는다면 마찰에 의해 냉각수 호스의 손상을 가져올 수 있고, 호스가 손상되면 냉각수 부족 현상으로 인해 엔진 과열을 일으킬 수 있음.","Safety","Engine","Engine"
"653","2012년 07월 26일부터 2015년 05월 13일까지 생산된 BMW 320d xDrive, 320d xDrive Gran Turismo, 320d xDrive Touring, 328d xDrive, 420d xDrive Coupe, 420d xDrive Gran Coupe 차량에서 프로펠러샤프트(Propeller shaft)①의 등속조인트 디스크(Constant Velocity Joint Disc)②와 관련한 제작결함이 발견 되었습니다. 엔진의 높은 진동과 등속조인트 디스크의 낮은 감쇠력③으로 인해 트렌스퍼케이스(Transfer case)④와 프로펠러샤프트가 연결되는 스플라인(Spline)⑤이 마모될 수 있습니다. ①프로펠러샤프트(Propeller shaft): 엔진의 구동력을 전, 후방으로 전달해 주는 동력 전달장치 ②등속조인트 디스크(Constant Velocity Joint Disc): 회전속도의 변화가 없이 구동력을 전달해 주기 위한 장치 ③감쇠력: 진동을 흡수하는 힘 ④트렌스퍼케이스(Transfer case): 4륜구동 차량에서 동력을 전, 후방으로 배분하는 장치 ⑤스플라인(Spline): 동력이 실질적으로 전달되는 기어","Safety","Engine","Engine"
"654","차량 생산 오류로 제작 결함 시정 대상 차량은 자동차 및 자동차 부품의 성능과 기준에 관한규칙 제9조(최소회전반경) 1항에 부합되지 않게 생산되었을 가능성이 있습니다","Safety","Other","Unknown"
"655","기흥모터스에서 수입·판매하는 할리데이비슨 모터사이클 제품 (2007.07.03~2011.04.06 미국 생산분의 투어링, 씨비오 투어링, 투어링 폴리스, 브이로드 4개 제품군의 19개의 ABS 장착모델)의 전용 브레이크 오일(DOT 4)을 사용자 설명서에 명시된 교체주기 (2년 또는 수분함류량 3% 이상) 마다 교체하지 않았을 시, 해당 브레이크 오일의 대기 중 수분흡수로 침전물이 발생되어 브레이크 작동 불능으로 인한 사고발생 가능성이 있음을 2018년 2월 9일자에 인지하고 이를 시정하고자 함.","Safety","Brakes","Brakes"
"656","차량 리어 램프 ECU에 방향지시등을 작동하게 하는 소프트웨어와 LED 출력을 제어하는 별도의 소프트웨어간의 충돌로 인해서 오류가 발생.","Safety","Other","Unknown"
"657","엔드로 프로모드의 간섭이 오토매틱 스태빌리티 컨트롤의 고유 기능을 방해하여 차량이 미끄러질 수 있음","Safety","Other","Unknown"
"658","자동변속기제어프로그램오류로 DSC(수동변속모드) 모드에서 운전자 의도와 관계없이 자동변속 모드 또는 스포츠모드로 변환되어 안전운행에 지장","Safety","Drivetrain","Unknown"
"659","프론트 포크 부분의 내부 튜브의 파손으로 쇽업쇼버내의 압력저하로 주행 안전성이 저하되어 안전운행에 지장","Safety","Suspension","Unknown"
"660","조수석용 에어백 인플레이터 가스 발생제의 습기 방지가 부적절하여, 온도 및 습도변화의 반복에 의해 가스발생제의 성능이 저하될 가능성이 있음.(조수석용 에어백 인플레이터 [제조사: 다카타社]) *금번 리콜은 국토교통부 2016년 6월 27일 「다카타 에어백 리콜 일정(자동차정책과-4235)」중, ‘기 리콜로 다카타사의 건조제가 없는 에어백 인플레이터로 교환한 자동차(리콜 계획 제출기한: 2019.12.31까지)’에 대한 사항으로, 2013.8.22 및 2016.4.7 자체 시행한 대상차량 중 에어백 인플레이터를 신품(건조제 미포함)으로 교환한 차량에 대해서, 개선품(건조제 포함)으로 재 교환하는 사항임.","Safety","Interior Safety","Unknown"
"661","공급 업체의 생산 편차로 인해 특정 기간에 생산된 조향기어 잠금 너트에 금이 갔을 수 있습니다. 이로인해 특정 대상 차량의 조향 기어 잠금 너트가 필요한 강도 요구 사항을 충족시키지 못할 수 있습니다.","Safety","Steering","Unknown"
"662","생산과정에서 연료라인 압력센서가 연료탱크 점퍼튜브에 제대로 조립되지 않아서 연료가 누출될 수 있음","Safety","Fuel System","Fuel Pump"
"663","하이브리드 시스템 인버터의 igbt(절연게이트 양극성 트랜지스터) 회로 과열로 계기판에 경고등이 점등되고 안전주행모드나 주행이 되지 않아 안전운행에 지장","Safety","Other","Unknown"
"664","엔진에 공기를 공급해주는 ‘가변식 밸브 제어장치(VVT)가 정상적으로 작동되지 않아 주행 중 시동이 꺼질 가능성이 있어 안전운행에 지장","Safety","Engine","Engine"
"665","엔진 제어프로그램 결함으로 엔진 실화가 발생하여 주행중 엔진이 꺼지는 현상이 발생하여 안전운행에 지장","Safety","Engine","Engine"
"666","브레이크 답력 감지스위치의 터미널 용접이 불충분하여 회로가 단선이 되어 센서의 연결이 끊어질 가능성이 있음","Safety","Brakes","Brakes"
"667","베이퍼라이저 압력센서의 전기배선 단선으로 주행 중 시동이 꺼져 안전운행에 지장","Safety","Electrical","Unknown"
"668","좌석 규격이 안전기준에 부적합","Safety","Electrical","Unknown"
"669","차량안정보조장치(VSA) 이상으로 제동을 하지 않아도 제동이 되며, 이경우 브레이크 등이 점등되지 않을 가능성이 있어 안전운행에 지장","Safety","Brakes","Brakes"
"670","운전석 측면 고속 충돌시 운전석 도어 열림 가능성이 있음","Safety","Body/Chassis","Unknown"
"671","QM3 일부 차량중 프런트 휠허브의 비정상적인 열처리 작업으로 인해 크랙이 발생할 가능성이 발견되었음.","Safety","Wheels","Unknown"
"672","벨트를 걸어 회전시켜주는 팬벨트 풀리의 고정 볼트결함으로 운행 중 풀리가 고정되지 않고 풀릴 수 있고 이 경우 팬벨트가 파워핸들 유압펌프를 회전시키지 못해 주행 중 핸들이 무거워질 수 있어 안전운행에 지장","Safety","Other","Unknown"
"673","후륜 주차브레이크의 작동케이블과 브레이크 캘리퍼 연결부위 부식으로 인해 경사로 주차 시 차량이 뒤로 밀릴 수 있어 안전운행에 지장","Safety","Brakes","Brakes"
"674","파노라마 선루프를 장착하는 과정에서 발생한 미세한 선루프 균열로 주행 중 선루프 유리가 깨질 수 있어 안전운행에 지장","Safety","Window Glass","Unknown"
"675","앞 좌석 시트 벨트의 리트렉터 부위가 털어져 시트벨트가 정상적으로 작동하지 않을 수 있어 사고 시 승객의부상이 증가할 가능성이 있어 안전운행에 지장","Safety","Seats and Interior","Seats"
"676","발전기 제어장치 결함으로 엔진룸에 있는 배터리에 충전이 되지 않을 수 있고 이로 인해 엔진에 전기가 공급되지 않아 시동이 걸리지 않거나, 주행 중 시동이 꺼질 수 있어 안전운행에 지장","Safety","Engine","Engine"
"677","뒷 바퀴 타이로드 결함으로 인해 조향에 영향을 주어 안전운행에 지장","Safety","Steering","Unknown"
"678","엔진룸의 높은 온도로 인하여 연료 공급 호스에 장착된 커넥터의 재질이 연화 될 수 있으며, 이 부위에서 연료가 누출 될 수 있을 우려를 발견 하였습니다.","Safety","Engine","Engine"
